Thw,Thwi,Tcw,Tcwi,mc,Thwo
63.8,60.2,15.5,14.9,4.1,48.6
63.8,60.2,15.5,14.9,4.1,48.6
63.8,60.2,15.4,14.9,4.1,48.6
63.7,60.2,15.4,14.9,4.1,48.6
63.7,60.2,15.5,14.9,4,48.6
63.7,60.2,15.5,14.9,4.1,48.6
63.7,60.2,15.4,14.9,4.1,48.6
63.7,60.2,15.4,14.9,4,48.6
63.7,60.2,15.5,14.9,4.1,48.6
63.7,60.2,15.4,14.9,4.1,48.6
63.8,60.2,15.4,14.9,4.1,48.6
63.7,60.2,15.4,14.9,4,48.6
63.7,60.2,15.5,14.9,4.1,48.6
63.7,60.2,15.5,14.9,4.1,48.6
63.7,60.2,15.4,14.9,4.1,48.6
63.8,60.2,15.4,14.9,4.1,48.6
63.8,60.2,15.5,14.9,4.1,48.6
63.7,60.2,15.5,14.9,4,48.6
63.7,60.2,15.5,14.9,4.1,48.6
63.7,60.2,15.4,14.9,4.1,48.6
63.8,60.2,15.5,14.9,4.1,48.5
63.7,60.2,15.5,14.9,4.1,48.5
63.8,60.2,15.4,14.9,4.1,48.5
63.7,60.2,15.5,14.9,4.1,48.5
63.7,60.2,15.5,14.9,4.1,48.8
63.7,60.2,15.4,14.9,4.1,48.8
63.7,60.2,15.5,14.9,4,48.8
63.7,60.2,15.5,14.9,4,48.6
63.7,60.2,15.5,14.9,4.1,48.6
63.8,60.2,15.5,14.9,4.1,48.6
63.9,60.2,15.5,14.9,4,48.7
63.8,60.2,15.5,14.9,4,48.7
63.8,60.2,15.5,14.9,4.1,48.7
63.7,60.2,15.5,14.9,4.1,48.7
63.7,60.2,15.4,14.9,4,48.7
63.6,60.2,15.4,14.9,4.1,48.7
63.8,60.2,15.6,14.9,4.1,48.7
63.7,60.2,15.6,14.9,4.1,48.7
63.7,60.2,15.5,14.9,4.1,48.7
63.7,60.2,15.5,14.9,4.1,48.5
63.7,60.2,15.5,14.9,4,48.5
63.8,60.2,15.6,14.9,4.1,48.6
63.7,60.2,15.5,14.9,4,48.4
63.7,60.2,15.5,14.9,4.1,48.6
63.7,60.2,15.5,14.9,4,48.6
63.8,60.2,15.6,14.9,4.1,48.6
63.7,60.2,15.5,14.9,4.1,48.6
63.7,60.2,15.5,14.9,4.1,48.6
63.8,60.2,15.5,14.9,4.1,48.6
63.7,60.2,15.5,14.9,4.1,48.6
63.7,60.2,15.5,14.9,4.1,48.6
63.7,60.2,15.5,14.9,4.1,48.7
63.7,60.2,15.5,14.9,4.1,48.4
63.7,60.2,15.5,14.9,4.1,48.4
63.9,60.2,15.6,14.9,4.1,48.7
63.8,60.2,15.6,14.9,4.1,48.7
63.8,60.2,15.5,14.9,4.1,48.7
63.8,60.2,15.4,14.9,4.1,48.7
63.7,60.2,15.4,14.9,4,48.7
63.7,60.2,15.5,14.9,4.1,48.6
63.7,60.2,15.5,14.9,4.1,48.6
63.7,60.2,15.5,14.9,4,48.6
63.7,60.2,15.6,14.9,4,48.8
63.7,60.2,15.5,14.9,4.1,48.6
63.7,60.2,15.5,14.9,4,48.6
63.7,60.2,15.5,14.9,4.1,48.6
63.8,60.2,15.6,14.9,4,48.6
63.8,60.2,15.6,14.9,4.1,48.5
63.6,60.2,15.6,14.9,4.1,48.6
63.7,60.2,15.7,14.9,4.1,48.6
63.7,60.2,15.5,14.9,4.1,48.6
63.7,60.2,15.7,14.9,4.1,48.6
63.7,60.2,15.5,14.9,4.1,48.6
63.7,60.2,15.6,14.9,4.1,48.6
63.6,60.2,15.5,14.9,4.1,48.6
63.7,60.2,15.5,14.9,4,48.6
63.7,60.2,15.6,14.9,4.1,48.6
63.7,60.2,15.6,14.9,4,48.6
63.8,60.2,15.7,14.9,4.1,48.6
63.8,60.2,15.7,14.9,4.1,48.6
63.8,60.2,15.6,14.9,4,48.6
63.8,60.2,15.7,14.9,4.1,48.6
63.7,60.2,15.6,14.9,4.1,48.6
63.8,60.2,15.6,14.9,4.1,48.6
63.7,60.2,15.6,14.9,4,48.6
63.8,60.2,15.6,14.9,4.1,48.6
63.6,60.2,15.5,14.9,4.1,48.6
63.7,60.2,15.6,14.9,4,48.6
63.7,60.2,15.6,14.9,4,48.6
63.7,60.2,15.6,14.9,4,48.6
63.7,60.2,15.6,14.9,4.1,48.6
63.7,60.2,15.6,14.9,4.1,48.6
63.6,60.2,15.6,15.1,4.1,48.6
63.7,60.2,15.7,15.1,4,48.6
63.7,60.2,15.6,15.1,4,48.6
63.7,60.2,15.6,15.1,4,48.6
63.6,60.2,15.6,15.1,4.1,48.6
63.8,60.2,15.7,15.1,4.1,48.6
63.8,60.2,15.6,15.1,4.1,48.6
63.8,60.2,15.7,15.1,4.1,48.6
63.8,60.2,15.7,15.1,4.1,48.6
63.8,60.2,15.7,15.1,4.1,48.6
63.7,60.2,15.6,15.1,4.1,48.6
63.7,60.2,15.7,15.1,4.1,48.6
63.6,60.2,15.7,15.1,4.1,48.6
63.7,60.2,15.7,15.1,4.1,48.6
63.7,60.2,15.7,15.1,4.1,48.6
63.7,60.2,15.7,15.1,4.1,48.6
63.8,60.2,15.7,15.1,4.1,48.6
63.7,60.2,15.8,15.1,4.1,48.6
63.7,60.2,15.8,15.1,4.1,48.6
63.7,60.2,15.7,15.1,4,48.6
63.8,60.2,15.7,15.1,4,48.6
63.8,60.2,15.7,15.1,4.1,48.6
63.7,60.2,15.7,15.1,4.1,48.6
63.7,60.2,15.7,15.1,4,48.6
63.7,60.2,15.8,15.1,4.1,48.6
63.7,60.2,15.8,15.1,4.1,48.6
63.6,60.2,15.8,15.1,4.1,48.6
63.7,60.2,15.8,15.1,4,48.6
63.7,60.2,15.8,15.1,4.1,48.6
63.7,60.2,15.8,15.1,4.1,48.6
63.7,60.2,15.8,15.1,4.1,48.6
63.7,60.2,15.8,15.1,4.1,48.6
63.8,60,15.8,15.1,4.1,48.6
63.7,60,15.8,15.1,4,48.6
63.8,60,15.8,15.1,4.1,48.6
63.7,60,15.8,15.1,4.1,48.6
63.7,59.9,15.9,15.1,4.1,48.6
63.6,59.9,15.9,15.1,4.1,48.6
63.8,59.9,15.9,15.1,4.1,48.6
63.7,59.9,15.8,15.1,4,48.6
63.8,59.9,15.8,15.1,4.1,48.6
63.7,59.9,15.8,15.1,4,48.6
63.7,59.9,15.9,15.1,4,48.6
63.7,59.9,15.8,15.1,4.1,48.6
63.7,59.9,15.9,15.1,4.1,48.6
63.6,60,16.5,15.1,4.1,48.7
63.7,60,16.5,15.1,4.1,48.7
63.7,60,16.6,15.1,4,48.7
63.7,60,16.6,15.1,4,48.7
63.7,60,16.6,15.1,4.1,48.7
63.6,60.2,16.7,15.1,4.1,48.7
63.7,60.1,16.8,15.1,4.1,48.7
63.7,60.2,16.8,15.1,4.1,48.7
63.6,60.1,16.8,15.1,4,48.7
63.6,60.1,17,15.1,4.1,48.7
63.6,60.1,17,15.1,4.1,48.7
63.6,60.1,17.1,15.1,4.1,48.7
63.6,60.1,17.2,15.1,4,48.7
63.7,60.1,17.3,15.1,4.1,48.7
63.6,60.1,17.5,15.1,4,48.7
63.6,60.1,18.2,15.1,4.1,48.7
63.5,60.2,19.2,15.1,4.1,48.7
63.6,60.2,19.6,15.1,4,48.7
63.6,60.2,19.9,15.1,4,48.7
63.6,60.2,20.2,15.1,4.1,48.7
63.6,60.2,20.5,15.1,4.1,48.7
63.7,60.2,20.7,15.1,4.1,48.6
63.5,60.2,20.9,15.1,4.1,48.6
63.6,60.2,21.2,15.1,4.1,48.6
63.6,60.2,21.4,15.1,4,48.8
63.6,59.9,21.6,15.1,4,48.8
63.5,59.9,21.9,15.1,4,48.8
63.6,59.9,22.3,15.1,4.1,48.7
63.7,59.9,22.7,15.1,4.1,48.9
63.7,59.9,23.2,15.1,4.1,48.7
63.6,59.9,23.6,15.1,4.1,48.7
63.6,59.9,24,15.1,4.1,48.7
63.7,59.9,24.3,15.1,4,48.7
63.5,59.9,25.2,15.1,4,48.9
63.3,60,15.3,15.1,4.9,46.3
63.3,60,15.3,15.1,5,46.2
63.3,60,15.4,15.1,5,46.2
63.3,60,15.4,15.1,5,46.3
63.3,60,15.4,15.1,5,46.3
63.3,60,15.4,15.1,5,46.6
63.3,60,15.4,14.9,5,46.6
63.3,60,15.3,14.9,4.9,46.6
63.3,60,15.4,14.9,5,46.8
63.3,60,15.4,15.1,4.9,46.6
63.3,59.9,15.3,14.9,5,46.9
63.3,59.9,15.3,14.9,5,46.9
63.3,59.9,15.4,14.9,5,46.8
63.3,59.9,15.3,14.9,4.9,46.8
63.3,59.9,15.3,15.1,5,47.1
63.3,59.9,15.4,15.1,4.9,47.1
63.3,59.9,15.3,15.1,4.9,47.1
63.3,59.9,15.4,15.1,5,47.1
63.3,59.9,15.4,15.1,4.9,47.1
63.2,59.9,15.3,14.9,5,47.3
63.2,59.9,15.4,14.9,5,47.3
63.3,59.9,15.4,14.9,5,47
63.3,59.9,15.4,14.9,4.9,47.3
63.3,59.9,15.4,14.9,4.9,47.1
63.2,59.9,15.4,14.9,5,47.1
63.2,59.9,15.3,14.9,5,47.1
63.2,59.9,15.3,14.9,5,47.1
63.3,59.9,15.4,15.1,4.9,47.1
63.2,59.9,15.4,15.1,5,47.1
63.2,59.9,15.4,15.1,4.9,47.1
63.2,59.9,15.4,15.1,5,47.1
63.2,59.9,15.3,14.9,5,47.3
63.2,59.9,15.3,14.9,5,47.3
63.2,59.9,15.3,14.9,4.9,47.3
63.3,59.9,15.3,14.9,5,47.3
63.2,59.9,15.4,14.9,5,47.3
63.2,59.9,15.4,14.9,4.9,47.3
63.2,59.9,15.4,14.9,5,47.3
63.2,59.9,15.4,14.9,5,47.3
63.2,59.9,15.4,14.9,4.9,47.3
63.2,60.2,15.4,14.9,4.9,47.3
63.3,60.2,15.3,14.9,5,47.3
63.2,60.2,15.3,14.9,4.9,47.3
63.2,60.2,15.4,14.9,5,47.3
63.3,59.9,15.4,15.1,5,47.3
63.2,59.9,15.4,15.1,4.9,47.3
63.2,60.2,15.3,14.9,5,47.3
63.3,60,15.4,14.9,4.9,47.3
63.3,60,15.4,14.9,5,47.3
63.1,60,15.3,14.9,5,47.3
63.3,60,15.4,14.9,5,47.3
63.2,60,15.4,14.9,5,47.3
63.3,60,15.4,14.7,4.9,47.3
63.2,60,15.4,14.7,4.9,47.3
63.3,60,15.3,14.7,5,47.3
63.3,60,15.4,15.1,5,47.3
63.3,60,15.3,15.1,5,47.3
63.1,60,15.3,14.7,4.9,47.3
63.3,60,15.4,15.1,5,47.3
63.2,60,15.4,15.1,5,47.3
63.2,60,15.4,15.1,4.9,47.3
63.3,60,15.3,15,5,47.3
63.2,60,15.4,15,5,47.3
63.2,60,15.4,15,5,47.3
63.2,60,15.4,15,5,47.3
63.2,60,15.4,15,5,47.3
63.2,60,15.4,15,5,47.3
63.2,60.2,15.4,15,4.9,47.3
63.2,59.9,15.4,15,5,47.3
63.2,59.9,15.4,15,5,47.3
63.2,60.1,15.3,15,5,47.3
63.2,60.1,15.4,15,5,47.3
63.2,60,15.4,15,5,47.3
63.2,60,15.4,15,5,47.3
63.2,60,15.4,15,5,47.3
63.2,60,15.4,15,5,47.4
63.3,60,15.4,15,5,47.3
63.2,60,15.4,15,5,47.3
63.2,60,15.4,15,4.9,47.3
63.2,60.2,15.4,15,4.9,47.3
63.2,60,15.4,15,4.9,47.3
63.2,60,15.4,15,4.9,47.3
63.2,60,15.4,15,5,47.3
63.2,60,15.4,15,4.9,47.3
63.2,60,15.3,15,5,47.3
63.2,60,15.4,15,4.9,47.3
63.2,60,15.4,15,4.9,47.3
63.1,60,15.4,15,5,47.3
63.2,60,15.4,15,5,47.3
63.1,60,15.4,15,5,47.3
63.2,60,15.4,15,4.9,47.3
63.1,60,15.3,14.8,4.9,47.3
63.1,60,15.4,14.8,5,47.3
63.1,60,15.4,14.8,5,47.3
63.2,60,15.4,14.9,4.9,47.3
63.2,60,15.4,15.1,4.9,47.3
63.2,60,15.4,15.1,5,47.3
63.2,60,15.4,15.1,4.9,47.3
63.2,60,15.4,15.1,4.9,47.3
63.1,60,15.4,15.1,4.9,47.3
63.1,60,15.4,15.1,5,47.3
63.1,60,15.4,15.1,5,47.3
63.1,60,15.4,15.1,4.9,47.3
63.2,60,15.4,15.1,4.9,47.3
63.2,60,15.4,14.9,5,47.3
63.1,60,15.4,14.9,4.9,47.3
63.1,60,15.4,14.9,5,47.3
63.1,60,15.4,15.1,4.9,47.3
63.2,60,15.4,15.1,4.9,47.3
63.2,60,15.4,14.9,5,47.3
63.2,60,15.3,14.9,5,47.3
63.1,60,15.3,15.1,4.9,47.3
63.2,60,15.3,15.1,5,47.3
63.2,60,15.4,15.1,5,47.3
63.1,60,15.4,15.1,4.9,47.3
63.1,60,15.4,15.1,5,47.3
63.1,60,15.4,15.1,5,47.3
63,60,15.4,15.1,4.9,47.3
63.1,60,15.4,15.1,4.9,47.3
63.2,60,15.4,15.1,4.9,47.3
63.1,60,15.4,15.1,4.9,47.3
63.1,60,15.4,14.9,4.9,47.3
63.1,60,15.4,14.9,5,47.3
63.2,60,15.4,14.9,4.9,47.3
63.1,60,15.4,14.9,4.9,47.3
63.2,60,15.4,14.9,4.9,47.3
63,60,15.4,15.1,4.9,47.3
63.1,60,15.4,15.1,5,47.3
63.2,60,15.4,15.1,5,47.3
63.2,60,15.4,15.1,5,47.3
63.1,60,15.4,14.8,5,47.3
63.1,60,15.4,14.8,5,47.3
63,60,15.4,14.8,4.9,47.3
63.1,60,15.4,14.9,5,47.3
63,60,15.4,14.9,4.9,47.3
63,60,15.4,14.8,5,47.3
63.2,60,15.4,15,4.9,47.3
63.1,60,15.4,15,4.9,47.3
63.2,60,15.4,15,5,47.3
63.1,60,15.4,15,4.9,47.3
63.1,60,15.4,15,5,47.3
63.1,60,15.4,15,4.9,47.3
63.2,60,15.4,15,5,47.3
63.2,60,15.4,15,4.9,47.3
63.2,60,15.4,15,5,47.3
63,60,15.4,14.7,4.9,47.3
63.1,60,15.4,15,5,47.3
63.1,60,15.5,15,5,47.3
63.2,60,15.4,15,5,47.3
63.1,60,15.4,15,4.9,47.3
63.1,60,15.4,15,4.9,47.4
63.1,60,15.4,15,5,47.2
63.1,60,15.4,15,4.9,47.1
63.1,60,15.4,15,5,47.2
63.1,60,15.4,15,4.9,47.2
63.1,60,15.4,15,4.9,47.2
63.1,60,15.5,15,5,47.2
63.1,60,15.4,15,4.9,47.2
63,60,15.4,15,4.9,47.2
63,60,15.4,15,5,47.4
63.1,60,15.4,15,5,47.4
63.1,60,15.4,15,5,47.4
63,60,15.4,15,5,47.4
63.1,60,15.4,15,5,47.4
63.1,60,15.4,15,5,47.4
63,60,15.4,15,5,47.2
63,60,15.5,15,4.9,47.1
63.1,60,15.4,15,5,47.1
63,60,15.4,15,4.9,47.1
63,60,15.4,15,4.9,47.1
63.1,60,15.4,15,4.9,47.3
63.1,60,15.4,15,5,47.3
63.1,60,15.4,15,5,47.3
63.1,60,15.5,15,5,47.3
63,60,15.4,15,4.9,47.3
63,60,15.4,15,5,47.2
63,60,15.4,15,5,47.2
63,60,15.4,15,4.9,47.2
63,60,15.4,15,5,47.2
63,60,15.5,15,5,47.2
63,60,15.5,15,5,47.2
63,60,15.4,15,5,47.2
63,60,15.4,15,4.9,47.4
63.1,60,15.4,15,4.9,47.4
63,60,15.4,15,5,47.4
63,60,15.4,15,5,47.4
63,60,15.4,15,4.9,47.2
63,60,15.4,15,5,47.1
63,60,15.4,15,4.9,47.4
63,60,15.4,15,4.9,47.1
63,60,15.4,15,4.9,47.1
63,60,15.4,15,4.9,47.1
63,60,15.4,15,4.9,47.2
63,60,15.4,15,4.9,47.2
63.1,60,15.4,15,4.9,47.2
63,59.7,15.3,15,4.9,47.2
63,60,15.3,15,4.9,47.2
63,60,15.4,15,4.9,47.2
63,60,15.4,15,4.9,47.2
63,60,15.5,15,5,47.2
63,60,15.4,15,4.9,47.2
63.1,60,15.4,15,5,47.1
62.9,60,15.4,15,5,47.3
63,60,15.4,15,4.9,47.3
63,60,15.4,15,4.9,47.3
63,60,15.4,15,4.9,47.3
62.9,60,15.4,15,5,47.3
62.9,60,15.4,15,4.9,47.3
63,60,15.4,15,5,47.3
62.9,60,15.4,15,4.9,47.2
62.9,60,15.4,15,4.9,47.2
62.9,60,15.4,15,5,47.3
62.9,60,15.4,15,5,47.3
62.9,60,15.4,15,4.9,47.3
62.9,60,15.5,15,4.9,47.3
62.9,60,15.5,15,4.9,47.3
63,60,15.3,15,5,47.3
63,60,15.4,15,5,47.3
63,60,15.4,15,5,47.3
62.9,60,15.4,15,5,47.3
62.9,60,15.3,15,4.9,47.3
62.9,60,15.4,15,5,47.3
63,60,15.4,15,5,47.3
62.8,60,15.4,15,4.9,47.3
63,60,15.4,15,4.9,47.1
62.9,60,15.4,15,4.9,47.1
62.9,60,15.4,15,5,47.1
63,60,15.4,15,5,47.2
62.9,60,15.4,15,4.9,47.3
63,60,15.4,15,5,47.3
62.8,60,15.4,15,5,47.3
63,60,15.4,15,4.9,47.3
62.8,60,15.4,15,5,47.3
62.9,60,15.4,15,4.9,47.3
62.8,60,15.4,15,5,47.3
62.9,60,15.4,15,5,47.3
62.9,60,15.3,15,5,47
62.9,60,15.4,15,4.9,47
62.9,60,15.3,15,4.9,47.2
62.8,60,15.5,15,5,47.3
62.9,60,15.4,15,4.9,47.2
62.9,60,15.5,15,5,47.2
62.9,60,15.3,15,4.9,47.2
63,60,15.3,15,4.9,47.2
62.7,60,15.4,15,4.9,47.2
62.6,60,15.3,15,4.9,47.2
62.5,59.9,15.3,15,4.9,47.2
62.4,59.9,15.3,15,5,47.2
62.4,60,15.4,15,4.9,47.2
62.5,60,15.5,15,5,47.2
62.5,60,15.4,15,4.9,47.2
62.5,60,15.4,15,4.9,47.2
62.1,60,15.4,15,5,47.2
61.9,60,15.4,15,4.9,47.2
61.6,60,15.3,15,4.9,47.2
61.3,60,15.4,15,4.9,47.2
61.4,60,15.4,15,4.9,47.2
61.5,60,15.4,15,5,47.2
61.5,60,15.5,15,4.9,47.2
61.3,60,15.4,15,4.9,47.2
61.4,60,15.4,15,5,47.2
61.3,60,15.4,15,4.9,47.2
61.3,60,15.3,15,4.9,47.2
61.1,59.9,15.3,15,4.9,46.8
61,59.9,15.4,15,5,46.8
61,59.9,15.4,15,5,46.8
61,59.9,15.3,15,4.9,46.8
60.7,59.9,15.3,15,4.9,46.8
60.6,59.9,15.4,15,4.9,47
60.5,59.9,15.4,15,5,47
60.6,59.9,15.3,15,4.9,47.2
60.6,59.9,15.3,15,5,47.2
60.6,59.9,15.4,15,4.9,47.2
60.6,59.9,15.4,15,4.9,47.2
63.7,60.1,15.5,15.1,6.5,45.8
63.7,60.1,15.5,15.1,6.5,45.8
63.7,60.1,15.4,15.1,6.5,45.8
63.7,60.1,15.4,15.1,6.6,45.8
63.8,60.1,15.4,15.1,6.5,45.8
63.8,60.1,15.4,15.1,6.6,45.8
63.7,60.1,15.5,15.1,6.5,45.8
63.7,59.9,15.4,15.1,6.6,45.8
63.8,59.9,15.4,14.9,6.7,45.8
63.7,59.9,15.4,14.9,6.5,45.8
63.7,59.9,15.4,14.9,6.6,45.8
63.7,59.9,15.4,14.9,6.5,45.8
63.7,59.9,15.4,14.9,6.6,45.8
63.8,59.9,15.4,14.9,6.6,45.8
63.8,59.9,15.4,14.9,6.5,45.8
63.8,59.9,15.4,14.9,6.5,45.8
63.8,59.9,15.5,14.9,6.6,45.8
63.8,59.9,15.5,14.9,6.5,45.8
63.7,59.9,15.5,14.9,6.5,45.8
63.7,59.9,15.4,14.9,6.6,45.8
63.8,60.1,15.4,14.9,6.6,45.8
63.7,60.1,15.4,14.9,6.5,45.8
63.7,60.1,15.4,14.9,6.5,45.8
63.7,60.1,15.5,14.9,6.6,45.8
63.7,60.1,15.5,14.9,6.5,45.8
63.7,60.1,15.4,14.9,6.6,45.8
63.7,60.1,15.4,14.9,6.5,45.8
63.8,60.1,15.5,14.9,6.5,45.8
63.8,60.1,15.4,14.9,6.5,45.8
63.8,60.1,15.5,14.9,6.5,45.8
63.7,60.1,15.4,14.9,6.5,45.8
63.8,60.1,15.5,14.9,6.5,45.8
63.7,60.1,15.4,14.9,6.6,45.8
63.8,60.1,15.4,14.9,6.5,45.8
63.7,60.1,15.3,14.9,6.5,45.8
63.7,60.1,15.4,14.9,6.6,45.8
63.8,60.1,15.3,14.9,6.6,45.8
63.8,60.1,15.4,14.9,6.6,45.8
63.8,60.1,15.4,14.9,6.6,45.8
63.7,60.1,15.4,15.1,6.5,45.8
63.7,60.1,15.4,15.1,6.5,45.8
63.8,60.1,15.5,15.1,6.6,45.8
63.8,60.1,15.5,15.1,6.5,45.8
63.8,60.1,15.5,15.1,6.6,45.8
63.8,60.1,15.5,15.1,6.6,45.8
