Thw,Thwi,Tcw,Tcwi,mc,Tcwo
63.5,60.2,15.4,15.1,6.1,36.4
63.5,60.2,15.5,15.1,6,36.4
63.5,60.2,15.5,15.1,5.9,36.4
63.5,60.1,15.5,15.1,6,36.4
63.4,60.1,15.5,15.1,6,36.4
63.5,60.1,15.5,15.1,6,36.4
63.5,60.1,15.5,15.1,6,36.4
63.4,60.1,15.4,15.1,6,36.4
63.4,60.1,15.5,15.1,6,36.4
63.7,60,15.7,15.1,6,36.5
63.6,60,15.6,15.1,6,36.5
63.6,60,15.6,15.1,6,36.7
63.6,60,15.4,15.1,6,36.7
63.4,60,15.5,15.1,6,36.5
63.4,60,15.6,15.1,5.9,36.5
63.5,60,15.5,15.1,6,36.5
63.4,60,15.5,15.1,6,36.5
63.4,60,15.5,15.1,6,36.6
63.4,60,15.5,15.1,6,36.6
63.4,60,15.5,15.1,6,36.6
63.4,60,15.5,15.1,6,36.6
63.4,60.2,15.5,15.1,6,36.6
63.4,60.2,15.5,15.1,6,36.6
63.4,60.2,15.5,15.1,6,36.6
63.4,60.2,15.6,15.1,6.1,36.6
63.4,60.2,15.5,15.1,6,36.6
63.3,60.2,15.6,15.1,6,36.6
63.4,60.2,15.6,15.1,6,36.6
63.4,60.2,15.6,15.1,6,36.6
63.4,60.2,15.6,15.1,6,36.6
63.4,60.2,15.6,15.1,6.1,36.6
63.4,60.2,15.6,15.1,6,36.6
63.4,60.2,15.6,15.1,6,36.8
63.4,60.2,15.6,15.1,6,36.6
63.4,59.8,15.6,15.1,6,36.6
63.4,59.8,15.6,15.1,6,36.6
63.4,59.8,15.6,15.1,6,36.6
63.4,59.8,15.6,15.1,6,36.7
63.4,59.8,15.5,15.1,6,36.7
63.4,59.8,15.6,15.1,6,36.7
63.4,59.8,15.5,15.1,6,36.7
63.4,59.8,15.6,15.1,6,36.7
63.3,59.8,15.6,15.1,6,36.7
63.4,59.8,15.6,15.1,6,36.7
63.3,59.8,15.6,15.1,6,36.7
63.3,59.8,15.6,15.1,6,36.7
63.4,59.8,15.6,15.1,6,36.7
63.4,59.9,15.6,15.1,6,36.7
63.4,59.9,15.6,15.1,6,36.7
63.4,59.9,15.6,15.1,6,36.7
63.4,59.9,15.6,15.1,6,36.7
63.3,59.9,15.5,15.1,6,36.7
63.4,59.9,15.6,15.1,6,36.7
63.4,59.9,15.6,15.2,6,36.7
63.4,59.9,15.5,15.1,6.1,36.7
63.4,59.9,15.6,15.1,6.1,36.7
63.3,60.1,15.6,15.1,6,36.7
63.4,60.1,15.6,15.1,6.1,36.7
63.4,60.1,15.5,15.1,6,36.7
63.4,60.1,15.5,15.1,6,36.7
63.3,60.1,15.6,15.1,6,36.8
63.3,60.1,15.5,15.1,6,36.6
63.4,60.1,15.5,15.1,6,36.6
63.4,60.1,15.6,15.1,6.1,36.6
63.3,60.1,15.6,15.1,6,36.8
63.4,60.1,15.5,15.1,6,36.8
63.4,60.1,15.5,15.1,6,36.8
63.4,60.1,15.5,15.1,6,36.5
63.4,60.1,15.5,15.1,6,36.5
63,60.1,15.6,15.1,6,36.9
62.9,60.1,15.6,15.1,6,36.7
62.8,60.1,15.6,15.1,6,36.7
62.8,59.9,15.6,15.1,6,36.9
62.7,59.9,15.6,15.1,6,36.7
62.8,59.9,15.5,15.1,6,36.7
62.8,59.9,15.6,15.1,6,36.7
62.9,59.9,15.6,15.1,6,36.7
62.9,59.9,15.5,15.1,6,36.7
62.8,59.9,15.5,15.1,6,36.7
62.9,59.9,15.6,15.1,6,36.7
62.9,59.9,15.6,15.1,6,36.7
62.7,59.9,15.5,15.1,6,36.7
62.6,59.9,15.6,15.1,6,36.7
62.6,59.9,15.6,15.1,6,36.7
62.6,59.9,15.5,15.1,5.9,36.7
62.5,59.9,15.6,15.1,6.1,36.7
62.3,59.9,15.5,15.1,6,36.7
62.3,59.9,15.6,15.1,6,36.7
62.2,59.9,15.6,15.1,6,36.7
62.2,59.9,15.5,15.1,6,36.7
62.2,59.9,15.6,15.1,6,36.7
62.3,59.9,15.5,15.1,6,36.7
62.4,59.9,15.6,15.1,6.1,36.7
62.3,60.1,15.5,15.1,6.1,36.7
62.3,60.1,15.5,15.1,6,36.7
62.5,60.1,15.4,15.1,6,36.7
62.6,60.1,15.5,15.1,6,36.7
62.6,60.1,15.6,15.1,6,36.7
62.6,60.1,15.5,15.1,6,36.7
62.5,60.1,15.5,15.1,6,36.7
62.5,60.1,15.6,15.1,6,36.7
62.5,60.1,15.5,15.1,6,36.7
62.5,60.1,15.6,15.1,6,36.7
62.6,60.1,15.6,15.1,6,36.7
62.5,60.1,15.5,15.1,6,36.7
62.6,60.1,15.5,15.1,6,36.7
62.7,60.1,15.6,15.1,6,36.7
62.5,60.1,15.6,15.1,6,36.7
62.5,60.1,15.6,15.1,6,36.7
62.5,60.1,15.5,15.1,6,36.7
62.6,60.1,15.5,15.1,6,36.7
62.5,60.1,15.5,15.1,6,36.7
62.5,60.1,15.5,15.1,6,36.7
62.6,60.1,15.4,15.1,6.1,36.7
62.6,60.1,15.5,15.1,6,36.7
62.6,60.1,15.4,15.1,6,36.7
62.6,60.1,15.6,15.1,6,36.7
62.6,60.1,15.4,15.1,6,36.7
62.6,60.1,15.5,15.1,6,36.7
62.7,60.1,15.4,15.1,6.1,36.7
62.6,60.1,15.5,15.1,6,36.7
62.7,60.1,15.5,15.1,6,36.7
62.6,60.1,15.5,15.1,6,36.7
62.7,60.1,15.6,15.1,6,36.7
62.7,60.1,15.4,15.1,6,36.7
62.8,60.1,15.5,15.1,6,36.7
62.8,60.1,15.6,15.1,6,36.7
62.9,60.1,15.6,15.1,6,36.7
62.9,60.1,15.6,15.1,6,36.7
62.9,60.1,15.6,15.1,6,36.7
63,60.1,15.6,15.1,6,36.6
62.9,59.9,15.5,15.1,6,36.7
63,59.9,15.6,15.1,6,36.7
63,59.9,15.5,15.1,6,36.7
63,59.9,15.6,15.1,6,36.7
63.1,59.9,15.6,15.1,6,36.7
63.1,59.9,15.5,15.1,6,36.6
62.9,59.9,15.5,15.1,6,36.6
62.9,59.9,15.6,15.1,6,36.6
63,59.9,15.5,15.1,6,36.7
62.9,59.9,15.5,15.1,6,36.7
62.9,59.9,15.6,15.1,6,36.7
63,59.9,15.5,15.1,6,36.6
63,59.9,15.5,15.1,6.1,36.7
63,59.9,15.5,15.1,6,36.7
62.9,59.9,15.5,15.1,6,36.7
62.9,59.9,15.6,15.1,6,36.7
63,59.9,15.6,15.1,6,36.7
62.9,59.9,15.6,15.1,6,36.7
63,59.9,15.6,15.1,6.1,36.7
63,59.9,15.6,15.1,6,36.7
63.1,59.9,15.6,15.1,6,36.7
63.1,59.9,15.6,15.1,6,36.7
63.1,59.9,15.6,15.1,6,36.7
63.1,59.9,15.5,15.1,6,36.7
63.2,59.9,15.6,15.1,6,36.6
63.2,59.9,15.6,15.1,6,36.6
63.2,59.9,15.5,15.1,6,36.6
63.2,59.9,15.5,15.1,6,36.6
63.2,59.9,15.5,15.1,6,36.6
63.2,59.9,15.6,15.1,6,36.6
63.3,59.9,15.6,15.1,6,36.6
63.2,59.9,15.5,15.1,6,36.7
63.3,59.9,15.5,15.1,6,36.6
63.2,59.9,15.5,15.1,6,36.6
63.3,59.9,15.5,15.1,6,36.6
63.3,59.9,15.5,15.1,6,36.6
63.2,59.9,15.4,15.1,6.1,36.6
63.2,59.9,15.5,15.1,6,36.6
63.2,59.9,15.5,15.1,6,36.6
63.2,59.9,15.6,15.1,6,36.6
63.2,59.9,15.6,15.1,6,36.6
63.3,59.9,15.6,15.1,6,36.6
63.2,59.9,15.5,15.1,6,36.6
63.2,59.9,15.6,15.1,6,36.6
63.2,59.9,15.5,15.1,6,36.6
63.2,59.9,15.6,15.1,6,36.6
63.2,59.9,15.6,15.1,6,36.6
63.2,59.9,15.6,15.1,6,36.6
63.3,60.1,15.5,15.1,6,36.6
63.3,60.1,15.6,15.1,6,36.7
63.3,60.1,15.6,15.1,6,36.9
63.3,60.1,15.5,15.1,6,36.9
63.3,60.1,15.6,15.1,6,36.7
63.3,60.1,15.6,15.1,6,36.7
63.4,60.1,15.6,15.1,6,36.7
63.4,60.1,15.6,15.1,6,36.9
63.3,60.1,15.6,15.1,6,36.7
63.3,60.1,15.6,15.1,6,36.9
63.3,60.1,15.6,15.1,6,36.9
63.4,60.1,15.6,15.1,6,36.9
63.3,60.1,15.6,15.1,6,36.7
63.3,60.1,15.6,15.1,5.9,36.7
63.3,60.1,15.5,15.1,6,36.9
63.4,60.1,15.6,15.1,6,36.9
63.3,60.1,15.6,15.1,6,36.9
63.3,60.1,15.5,15.1,6,36.7
63.4,60.1,15.6,15.1,6,36.7
63.3,60.1,15.6,15.1,6,36.9
63.3,60.1,15.6,15.1,5.9,36.8
63.4,60.1,15.6,15.1,6,36.8
63.3,60.1,15.6,15.1,6,36.8
