Thw,Thwi,Tcw,Tcwi,mc,Tcwo
63.1,59.9,15.8,15.1,6.6,35.6
63.1,59.9,15.7,15.1,6.6,35.6
63.1,59.9,15.8,15.1,6.6,35.6
63.1,59.9,15.7,15.1,6.6,35.6
63,59.9,15.8,15.1,6.7,35.6
63.1,59.9,15.9,15.1,6.6,35.6
63.1,59.9,15.7,15.1,6.6,35.6
63.1,59.9,15.8,15.1,6.5,35.6
63.1,59.9,15.8,15.1,6.7,35.6
63.2,59.9,15.8,15.1,6.7,35.6
63.1,59.9,15.8,15.1,6.6,35.6
63.1,59.9,15.7,15.1,6.6,35.5
63.2,59.9,15.8,15.1,6.7,35.5
63.3,59.9,15.8,15.1,6.6,35.5
63.2,59.9,15.8,15.1,6.5,35.5
63.2,59.9,15.8,15.1,6.6,35.5
63.3,59.9,15.9,15.1,6.5,35.5
63.3,59.7,15.9,15.1,6.5,35.5
63.3,59.9,15.8,15.1,6.5,35.5
63.3,59.9,15.8,15.1,6.5,35.5
63.2,59.9,15.8,15.1,6.5,35.5
63.2,59.9,15.7,15.1,6.5,35.5
63.2,59.9,15.7,15.1,6.5,35.5
63.2,59.9,15.8,15.1,6.5,35.5
63.2,59.9,15.8,15.1,6.4,35.5
63.2,59.9,15.8,15.1,6.6,35.5
63.2,59.9,15.8,15.1,6.4,35.7
63.2,59.9,15.8,15.1,6.5,35.7
63.2,59.9,15.8,15.1,6.5,35.7
63.3,59.9,15.8,15.1,6.5,35.7
63.3,59.9,15.8,15.1,6.5,35.7
63.3,59.9,15.8,15.1,6.7,35.6
63.2,59.9,15.9,15.1,6.5,35.7
63.2,59.9,15.8,15.1,6.6,35.7
63.2,59.9,15.7,15.1,6.9,35.7
63.2,59.9,15.8,15.1,6.6,35.7
63.2,59.9,15.8,15.1,6.6,35.7
63.2,59.9,15.8,15.1,6.6,35.7
63.2,59.9,15.8,15.1,6.7,35.7
63.2,59.9,15.8,15.1,6.6,35.7
63.2,59.9,15.8,15.1,6.6,35.7
63.1,59.9,15.8,15.1,6.5,35.7
63.1,59.9,15.9,15.1,6.6,35.7
63.1,59.9,15.9,15.1,6.6,35.7
63.1,59.9,15.8,15.1,6.6,35.5
63.1,59.9,15.8,15.1,6.5,35.5
63.2,59.9,15.9,15.1,6.6,35.5
63.2,59.9,15.8,15.1,6.7,35.5
63.2,59.9,15.8,15.1,6.6,35.5
63.2,59.9,15.8,15.1,6.6,35.5
63.2,59.9,15.8,15.1,6.5,35.5
63.2,59.9,15.8,15.1,6.6,35.5
63.2,59.9,15.8,15.1,6.5,35.5
63.2,59.9,15.8,15.1,6.5,35.5
63.1,59.9,15.8,15.1,6.5,35.7
63.1,59.9,15.8,15.1,6.6,35.4
63.1,59.9,15.9,15.1,6.6,35.4
63.1,59.9,15.9,15.1,6.6,35.4
63.1,59.9,15.8,15.1,6.6,35.4
63.1,59.9,15.8,15.1,6.6,35.4
63.1,59.9,15.8,15.1,6.5,35.4
63.1,59.9,15.8,15.1,6.6,35.4
63.2,59.9,15.8,15.1,6.5,35.4
63.2,59.9,15.8,15.1,6.7,35.4
63.2,59.9,15.8,15.1,6.6,35.4
63.2,59.9,15.8,15.1,6.6,35.4
63.2,59.9,15.8,15.1,6.5,35.4
63.2,59.9,15.8,15.1,6.5,35.4
63.3,59.9,15.8,15.1,6.6,35.4
63.1,59.9,15.8,15.1,6.5,35.4
63.1,59.9,15.8,15.1,6.5,35.4
63.1,59.9,15.8,15.1,6.5,35.4
63.2,59.9,15.9,15.1,6.5,35.4
63.2,59.9,15.8,15.1,6.5,35.7
63.2,59.9,15.8,15.1,6.5,35.5
63.1,59.9,15.8,15.1,6.6,35.5
63.1,59.9,15.8,15.1,6.6,35.7
63.1,59.9,15.8,15.1,6.6,35.7
63.2,59.9,15.8,15.1,6.6,35.7
63.1,59.9,15.8,15.1,6.6,35.5
63.2,59.9,15.8,15.1,6.6,35.5
63.2,59.9,15.8,15.3,6.6,35.5
63.1,59.9,15.8,15.1,6.5,35.5
63.1,59.9,15.9,15.1,6.6,35.5
63.2,59.9,15.8,15.1,6.5,35.5
63.2,59.9,15.9,15.1,6.6,35.5
63.1,59.9,15.8,15.1,6.6,35.5
63.2,59.9,15.8,15.1,6.5,35.5
63.2,59.9,15.8,15.1,6.6,35.7
63.1,59.9,15.8,15.1,6.7,35.5
63.1,59.9,15.8,15.1,6.5,35.5
63.2,59.9,15.8,15.1,6.6,35.7
63.2,59.9,15.8,15.3,6.6,35.5
63.2,59.9,15.8,15.1,6.6,35.5
63.2,59.9,15.8,15.1,6.6,35.5
63.2,59.9,15.8,15.1,6.6,35.5
63.2,59.9,15.8,15.1,6.6,35.5
63.2,59.9,15.8,15.1,6.5,35.5
63.2,59.9,15.8,15.1,6.6,35.5
63.2,59.9,15.8,15.1,6.7,35.5
63.2,59.9,15.8,15.1,6.7,35.5
63.2,59.9,15.8,15.1,6.5,35.5
63.2,59.9,15.8,15.1,6.5,35.5
63.2,59.9,15.8,15.1,6.6,35.5
63.1,59.9,15.8,15.1,6.5,35.5
63.1,59.9,15.8,15.1,6.5,35.5
63.2,59.9,15.8,15.1,6.5,35.5
63.2,59.9,15.9,15.1,6.5,35.5
63.2,59.9,15.8,15.1,6.5,35.5
63.2,59.9,15.8,15.1,6.7,35.5
63.2,59.9,15.8,15.1,6.6,35.5
63.2,59.9,15.8,15.1,6.6,35.7
63.1,59.9,15.9,15.1,6.6,35.7
63.2,59.9,15.8,15.1,6.8,35.7
63.2,59.9,15.8,15.1,6.7,35.5
63.2,59.9,15.8,15.1,6.8,35.5
63.2,59.8,15.8,15.1,6.7,35.5
63.2,59.9,15.8,15.1,6.7,35.5
63.2,59.9,15.8,15.1,6.5,35.5
63.2,59.9,15.8,15.1,6.6,35.5
63.2,59.9,15.8,15.1,6.5,35.5
63.2,59.9,15.8,15.1,6.6,35.5
63.2,59.9,15.8,15.1,6.5,35.5
63.2,59.9,15.8,15.1,6.6,35.5
63.2,59.9,15.8,15.1,6.5,35.5
63.2,59.9,15.8,15.1,6.6,35.5
63.2,59.9,15.8,15.1,6.6,35.5
63.2,59.9,16,15.1,6.6,35.5
63.2,59.9,16.2,15.1,6.5,35.5
63.2,59.9,16.3,15.1,6.6,35.5
63.2,59.9,16.6,15.1,6.6,35.5
63.1,59.9,16.8,15.1,6.6,35.5
63.2,59.9,17,15.1,6.6,35.5
63.2,59.9,17,15.1,6.6,35.5
63.1,59.9,17.1,15.1,6.6,35.5
63.1,59.9,17.4,15.1,6.6,35.5
63.1,59.9,17.5,15.1,6.6,35.5
63.2,59.9,17.6,15.1,6.6,35.5
63.2,59.9,17.8,15.1,6.6,35.5
63.2,59.9,17.8,15.3,6.6,35.5
63.3,59.9,17.9,15.3,6.6,35.5
63.2,59.9,17.9,15.1,6.6,35.5
63.2,59.9,17.9,15.1,6.6,35.5
63.2,59.9,17.9,15.1,6.6,35.5
63.2,59.9,17.9,15.1,6.6,35.5
63.2,59.9,17.8,15.1,6.6,35.5
63.1,59.9,17.8,15.1,6.5,35.5
63.1,59.9,17.8,15.1,6.6,35.5
63.2,59.9,18,15.1,6.6,35.5
63.2,59.9,18,15.1,6.6,35.5
63.3,59.9,17.9,15.3,6.6,35.5
63.2,59.9,18,15.3,6.6,35.5
63.7,59.9,15.8,15.1,6,35.7
63.6,59.9,15.7,15.1,6,35.7
63.6,59.9,15.7,15.1,6,35.9
63.6,59.9,15.7,15.1,6,35.9
63.6,59.9,15.8,15.1,6,35.9
63.7,59.9,15.9,15.1,5.9,35.9
63.7,59.9,15.8,15.1,6,36
63.7,59.9,15.9,15.1,6,36
63.7,59.9,15.8,15.1,6,36
63.7,59.9,15.9,15.1,6.1,36
63.7,59.9,15.8,15.1,6,36
63.6,59.9,15.8,15.1,5.9,36.3
63.7,59.9,15.9,15.1,6,36.3
63.7,59.9,15.8,15.1,6,36.3
63.7,59.9,15.8,15.1,6,36.3
63.6,59.9,15.9,15.1,6,36.3
63.6,59.9,15.8,15.1,6,36.3
63.6,59.9,15.8,15.1,6,36.3
63.6,59.9,15.8,15.1,6,36.3
63.7,59.9,15.8,15.1,6,36.3
63.7,59.9,15.8,15.1,6,36.5
63.7,59.9,15.9,15.1,6,36.3
63.6,59.9,15.7,15.1,6,36.6
63.6,59.9,15.7,15.1,6,36.4
63.6,59.9,15.8,15.1,5.9,36.4
63.7,59.9,15.9,15.1,5.9,36.4
63.6,60,15.9,15.1,6,36.4
63.7,60,15.9,15.1,6,36.4
63.7,60,15.9,15.1,6.1,36.4
63.6,60,15.9,15.1,6,36.4
63.6,60,15.8,15.1,6,36.4
63.7,60,15.8,15.1,6,36.4
63.7,60,15.7,15.1,5.9,36.4
63.7,60,15.8,15.1,6,36.4
63.7,60,15.9,15.1,6,36.4
63.6,60,15.8,15.1,6,36.4
63.6,60,15.9,15.1,6,36.5
63.7,60,15.8,15.1,6.1,36.5
63.7,60,15.8,15.1,6,36.5
63.6,60,15.8,15.1,6,36.5
63.6,60,15.9,15.1,5.9,36.5
63.6,60,15.9,15.1,6,36.5
63.6,60,15.9,15.1,5.9,36.3
63.7,60,15.8,15.1,6,36.3
63.7,60,15.8,15.1,5.9,36.3
63.6,60,15.9,15.1,6,36.5
63.6,60,15.9,15.1,6,36.5
63.7,60,15.8,15.1,6.1,36.5
63.7,60,16,15.1,6,36.5
63.7,60,15.9,15.1,6,36.5
63.7,60,15.8,15.1,5.9,36.5
63.7,60,15.9,15.1,6,36.5
63.7,60.1,15.8,15.1,5.9,36.5
63.7,60.1,15.9,15.1,5.9,36.5
63.6,60.1,15.8,15.1,6,36.5
63.7,60.1,15.9,15.1,6,36.5
63.6,60.1,15.8,15.1,6,36.5
63.7,60.1,15.9,15.1,6,36.5
63.6,60.1,16,15.1,6,36.5
63.6,60.1,15.9,15.1,6,36.5
63.6,60.1,15.9,15.1,6,36.5
63.6,60.1,15.9,15.1,6,36.5
63.6,60.1,16,15.1,6,36.7
63.7,60.1,16,15.1,6,36.7
63.6,60.1,16,15.1,6,36.5
63.6,60.1,16,15.1,6,36.5
63.7,60.1,16,15.1,6,36.5
63.6,60.1,16.1,15.1,6,36.5
63.6,60.1,16.1,15.1,6,36.5
63.6,60.1,16.1,15.1,6,36.5
63.6,60.1,16.2,15.1,6,36.5
63.7,60.1,16.1,15.1,6,36.5
63.6,60.1,16.1,15.1,6,36.5
63.6,60.1,16.1,15.1,6,36.5
63.7,59.9,16.2,15.1,5.9,36.5
63.7,59.9,16.1,15.1,6,36.5
63.6,59.9,16.1,15.1,6.1,36.5
63.7,60.1,16.2,15.1,6,36.5
