Thw,Thwi,Tcw,Tcwi,mc,Thwo
63.7,60.1,15.3,14.9,2.9,48.6
63.6,60.2,15.3,14.9,3,48.6
63.6,60.1,15.3,15.1,3,48.6
63.5,60.1,15.2,14.9,3,48.6
63.5,60.1,15.3,14.9,3,48.6
63.7,60.1,15.4,14.9,3,48.6
63.6,60.1,15.3,14.9,3,48.6
63.6,60.1,15.3,14.9,3,48.6
63.6,60.1,15.2,14.9,3,48.6
63.7,60.1,15.3,15.1,3,48.6
63.7,60.1,15.3,15.1,3,48.6
63.7,60.1,15.3,15.1,3,48.6
63.6,60.1,15.3,15.1,2.9,48.6
63.7,60.1,15.4,15.1,3,48.6
63.7,60.1,15.3,15.1,3,48.6
63.7,60.1,15.3,15.1,3,48.6
63.6,60.1,15.3,15.1,3,48.6
63.7,60.1,15.2,15.1,2.9,48.6
63.6,60.1,15.3,15.1,2.9,48.6
63.7,60.1,15.2,15.1,3,48.6
63.7,60.1,15.2,15.1,3,48.6
63.6,60.1,15.3,15.1,3,48.6
63.6,60.1,15.3,15.1,3,48.6
63.6,60.1,15.4,15.1,3,48.6
63.7,60.1,15.3,15.1,3,48.6
63.6,60.1,15.2,15.1,3,48.6
63.6,60.1,15.3,15.1,3,48.5
63.6,60.1,15.3,15.1,3,48.5
63.6,60.1,15.3,14.9,3,48.5
63.6,60.1,15.3,14.9,3,48.5
63.6,60.1,15.2,14.9,2.9,48.5
63.6,60.1,15.3,14.9,3,48.5
63.6,60.1,15.3,14.9,3,48.5
63.6,60.1,15.2,14.9,3,48.5
63.7,60.1,15.2,14.9,3,48.5
63.6,60.1,15.2,14.9,3,48.5
63.7,60.1,15.3,14.9,3,48.5
63.8,60.1,15.3,14.9,3,48.5
63.8,60.1,15.3,14.9,3,48.5
63.6,60.1,15.3,15.1,3,48.5
63.6,60.1,15.3,14.9,3,48.5
63.7,60.1,15.3,14.9,3,48.5
63.6,60.1,15.2,15.1,3,48.5
63.6,60.1,15.3,15.1,3,48.5
63.6,60.1,15.3,15.1,3,48.5
63.6,60.1,15.3,15.1,3,48.5
63.6,60.1,15.2,15.1,3,48.5
63.5,60.1,15.3,15.1,2.9,48.5
63.7,60.1,15.4,15.1,3,48.5
63.6,60.1,15.3,15.1,3,48.5
63.6,60.1,15.4,15.1,3,48.5
63.6,60.1,15.3,15.1,3,48.5
63.7,60.1,15.2,15.1,3,48.5
63.6,60.1,15.3,15.1,3,48.5
63.6,60.1,15.3,15.1,3,48.5
63.6,60.1,15.3,15.1,3,48.5
63.5,60.1,15.3,15.1,3,48.5
63.6,60.1,15.2,15.1,2.9,48.5
63.7,60.1,15.3,15.1,3,48.5
63.7,60.1,15.2,15.1,3,48.5
63.7,60.1,15.3,15.1,3,48.5
63.6,60.1,15.3,15.1,3,48.5
63.6,60.1,15.3,14.8,3,48.4
63.6,60.1,15.2,15,3,48.5
63.6,60.1,15.2,15,2.9,48.5
63.7,60.1,15.3,15,3,48.5
63.7,60.1,15.2,15,3,48.5
63.7,60.1,15.4,15,3,48.5
63.7,60.1,15.3,15,3,48.5
63.6,60.1,15.2,15,3,48.5
63.7,60.1,15.2,15,3,48.5
63.6,60.1,15.2,15,3,48.5
63.6,60.1,15.2,15,3,48.5
63.5,60.1,15.2,15,3,48.5
63.6,60.1,15.3,15,3,48.5
63.6,60.1,15.3,15,3,48.5
63.7,60.1,15.3,15,3,48.5
63.6,60.1,15.2,15,3,48.5
63.6,60.1,15.4,15,3,48.5
63.6,60.1,15.3,15,3,48.5
63.7,60.1,15.3,15,3,48.5
63.6,60.1,15.3,15,3,48.5
63.6,60.1,15.2,15,3,48.5
63.6,60.1,15.2,15,3,48.5
63.7,60.1,15.2,15,3,48.5
63.6,60.1,15.4,15,3,48.5
63.7,60.1,15.3,15,3,48.5
63.7,60.1,15.3,15,3.1,48.5
63.6,60.1,15.3,15,3,48.5
63.6,60.1,15.3,15,3,48.5
63.6,60.1,15.2,15,2.9,48.5
63.6,60.1,15.3,15,3,48.7
63.6,60.1,15.2,15,3,48.4
63.5,60.1,15.3,15,3,48.4
63.7,60.1,15.2,15,3,48.4
63.6,60.1,15.3,15,3,48.4
63.7,60.1,15.2,15,3,48.4
63.6,60.1,15.2,15,3,48.4
63.6,60.1,15.3,15,3,48.4
63.6,60.1,15.3,15,3,48.4
63.6,60.1,15.2,15,2.9,48.4
63.6,60.1,15.3,15,3,48.4
63.6,60.1,15.3,15,3,48.4
63.6,60.1,15.3,15,2.9,48.4
63.6,60.1,15.4,15,3,48.4
63.6,60.1,15.2,15,3,48.4
63.6,60.1,15.2,15,3,48.4
63.6,60.1,15.3,15,3,48.4
63.6,60.1,15.3,15,3,48.4
63.6,60.1,15.3,15,2.9,48.4
63.7,60.1,15.3,15,3,48.4
63.6,60.1,15.2,15,3,48.4
63.6,60.1,15.3,15,3,48.4
63.7,60.1,15.2,15,3,48.4
63.6,60.1,15.3,15,3,48.4
63.7,60.1,15.3,15,3,48.4
63.7,60.1,15.2,15,3,48.4
63.7,60.1,15.3,15,3,48.4
63.7,60.1,15.2,15,3,48.4
63.6,60.1,15.2,15,3,48.4
63.6,60.1,15.3,15,3,48.4
63.6,60.1,15.2,15,3,48.4
63.6,60.1,15.3,15,3,48.4
63.6,60.1,15.2,15,3,48.4
63.6,60.1,15.2,15,3,48.4
63.6,60.1,15.3,15,3,48.4
63.6,60.1,15.3,15,3,48.4
63.6,60.1,15.4,15,3,48.4
63.6,60.1,15.3,15,3,48.4
63.6,60.1,15.3,15,3,48.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.2,14.9,4,46.4
63.4,60,15.2,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.5,60,15.3,14.9,4,46.4
63.5,60,15.2,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.2,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.2,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.2,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.2,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.2,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.5,60,15.3,14.9,4,46.4
63.4,60,15.2,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.2,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.2,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.5,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.5,60,15.3,14.9,4,46.4
63.5,60,15.2,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4.1,46.4
63.4,60,15.3,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.4,60,15.2,14.9,4.1,46.4
63.4,60,15.3,14.9,4.1,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.3,60,15.2,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.5,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.4,60,15.2,14.9,4,46.4
63.3,60,15.2,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.3,60,15.2,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.4,60,15.3,14.9,4,46.4
63.3,60,15.2,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.4,60,15.2,14.9,4,46.4
63.3,60,15.3,14.9,4,46.5
63.4,60,15.2,14.9,4,46.4
63.4,60,15.3,14.9,4.1,46.4
63.3,60,15.3,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.5,60,15.3,14.9,4,46.4
63.3,60,15.2,14.9,4,46.4
63.4,60,15.2,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.4,60,15.2,14.9,4,46.4
63.3,60,15.2,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.3,60,15.2,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.3,60,15.2,14.9,4,46.4
63.2,60,15.3,14.9,4,46.4
63.2,60,15.3,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.3,60,15.2,14.9,4,46.4
63.2,60,15.3,14.9,4,46.4
63.2,60,15.3,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.4,60,15.2,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.2,60,15.2,14.9,4,46.4
63.1,60,15.3,14.9,4,46.4
63.2,60,15.3,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.3,60,15.3,14.9,4,46.4
63.3,60,15.2,14.9,4,46.4
63.3,60,15.3,14.9,4,46.5
63.2,60,15.3,14.9,4,46.4
63.2,60,15.2,14.9,4,46.4
63.1,60,15.3,14.9,4,46.4
63.2,60,15.2,14.9,4,46.3
63.2,60,15.3,14.9,4,46.3
63.2,60,15.3,14.9,4,46.3
63.2,60,15.3,14.9,4,46.3
63.2,60,15.3,14.9,4,46.3
63.2,60,15.3,14.9,4,46.3
63.2,60,15.2,14.9,4,46.3
63.2,60,15.2,14.9,4,46.3
63.2,60,15.3,14.9,4,46.3
63.2,60,15.3,14.9,4,46.3
63.2,60,15.3,14.9,4,46.3
63.2,60,15.3,14.9,4,46.3
63.2,60,15.3,14.9,4,46.3
63.2,60,15.2,14.9,4,46.3
63.2,60,15.3,14.9,4,46.3
63.2,60,15.3,14.9,4,46.3
63.1,60,15.3,14.9,4.1,46.3
63.1,60,15.3,14.9,4,46.3
63,60,15.3,14.9,4,46.3
63.1,60,15.3,14.9,4,46.3
63.2,60,15.3,14.9,4,46.3
63.1,60,15.3,14.9,4,46.3
63.1,60,15.3,14.9,4,46.3
63.1,60,15.3,14.9,4,46.3
63,60,15.3,14.9,4,46.3
63,60,15.3,14.9,4.1,46.3
63.2,60,15.3,14.9,4,46.3
63,60,15.3,14.9,4,46.3
63,60,15.2,14.9,4,46.3
63,60,15.2,14.9,4,46.3
63,60,15.3,14.9,4,46.3
63,60,15.2,14.9,4,46.3
63,60,15.2,14.9,4,46.3
63,60,15.4,14.9,4,46.3
62.9,60,15.3,14.9,4,46.3
63,60,15.3,14.9,4,46.3
62.9,60,15.3,14.9,4,46.3
62.9,60,15.2,14.9,4,46.3
62.8,60,15.3,14.9,4,46.3
62.9,60,15.3,14.9,4,46.3
62.8,60,15.3,14.9,4,46.3
62.7,60,15.3,14.9,4,46.3
63.7,59.9,15.3,14.9,5,44.7
63.6,59.9,15.3,14.9,5,44.7
63.6,59.9,15.2,14.9,5,44.8
63.6,59.9,15.3,14.9,5,44.8
63.5,59.9,15.2,14.9,5,44.8
63.5,59.9,15.2,14.9,5,44.8
63.5,59.9,15.2,14.9,5,44.8
63.5,59.9,15.2,14.9,5,44.8
63.4,59.9,15.2,14.9,5,44.8
63.6,59.9,15.2,14.9,5,44.8
63.5,59.9,15.2,14.9,5.1,44.8
63.6,59.9,15.2,14.9,5,44.8
63.6,59.9,15.2,14.9,5,44.8
63.6,59.9,15.2,14.9,5,44.8
63.6,59.9,15.2,14.9,5,44.8
63.6,59.9,15.2,14.9,5.1,44.8
63.5,59.9,15.2,14.9,5.1,44.8
63.6,59.9,15.2,14.9,5,44.8
63.6,59.9,15.2,14.9,5,44.8
63.5,59.9,15.2,14.9,5,44.8
63.5,59.9,15.2,14.9,5,44.8
63.5,59.9,15.3,14.9,5,44.8
63.5,59.9,15.3,14.9,5,44.8
63.6,59.9,15.3,14.9,5,44.8
63.6,59.9,15.3,14.9,5,44.8
63.6,59.9,15.2,14.9,5,44.8
63.6,59.9,15.3,14.9,5,44.8
63.5,59.9,15.3,14.9,5,44.8
63.6,59.9,15.3,14.9,5,44.8
63.6,59.9,15.3,14.9,5.1,44.8
63.6,59.9,15.3,14.9,5,44.8
63.5,59.9,15.3,14.9,5,44.8
63.6,59.9,15.3,14.9,5,44.8
63.6,59.9,15.3,14.9,5,45
63.6,59.9,15.3,14.9,5,45
63.6,59.9,15.3,14.9,5,45
63.5,59.9,15.3,14.9,5,44.8
63.6,59.9,15.3,14.9,5,44.8
63.5,59.9,15.3,14.9,5,44.8
63.6,59.9,15.3,14.9,5,44.8
63.6,59.9,15.3,14.9,5,44.8
63.5,59.9,15.2,14.9,5,44.8
63.4,59.9,15.2,14.9,5,44.8
63.6,59.9,15.3,14.9,5,44.8
63.5,59.9,15.2,14.9,5.1,44.8
63.6,59.9,15.3,14.9,5,44.8
63.5,59.9,15.3,14.9,5,44.8
63.5,59.9,15.3,14.9,5,44.8
63.6,59.9,15.3,14.9,5,44.8
63.4,59.9,15.3,14.9,5,44.8
63.6,59.9,15.3,14.9,5,44.8
63.5,59.9,15.3,14.9,5,44.8
63.6,59.9,15.3,14.9,5,44.8
63.5,59.9,15.3,14.9,5,44.8
63.6,59.9,15.3,14.9,5,44.8
63.5,59.9,15.3,14.9,5,44.8
63.6,59.9,15.3,14.9,5,44.8
63.6,59.9,15.3,14.9,5.1,44.8
63.4,59.9,15.3,14.9,5.1,44.8
63.4,59.9,15.2,14.9,5.1,44.8
63.5,59.9,15.2,14.9,5,44.8
63.5,59.9,15.2,14.9,5,44.8
63.5,59.9,15.2,14.9,5,44.8
63.5,59.9,15.3,14.9,5.1,44.8
63.5,59.9,15.2,14.9,5,44.8
63.6,59.9,15.3,14.9,5,44.8
63.5,59.9,15.3,14.9,5.1,44.8
63.5,59.9,15.2,14.9,5.1,44.8
63.5,59.9,15.3,14.9,5,44.8
63.5,59.9,15.3,14.9,5,44.8
63.5,59.9,15.3,14.9,5,44.8
63.6,59.9,15.3,14.9,5,44.8
63.5,59.9,15.3,14.9,5,44.8
63.5,59.9,15.3,14.9,5,44.8
63.6,59.9,15.2,14.9,5.1,44.8
63.5,59.9,15.3,14.9,5,45
63.5,59.9,15.2,14.9,5,45
63.6,59.9,15.2,14.8,5,45
63.6,59.9,15.2,14.8,5,45
63.5,59.9,15.4,14.8,5.1,45
63.5,59.9,15.2,14.8,5,45
63.5,59.9,15.3,15,5,45
63.5,59.9,15.3,15,5,45
63.6,59.9,15.3,15,5,45
63.5,59.9,15.3,15,5,45
63.6,59.9,15.2,15,5,45
63.5,59.9,15.3,15,5,45
63.5,59.9,15.2,15,5,45
63.5,59.9,15.2,15,5,45
63.5,59.9,15.2,15,5,45
63.5,59.9,15.3,15,5,45
63.5,59.9,15.2,15,5,45
63.5,59.9,15.2,15,5,45
63.5,59.9,15.3,14.7,5,45
63.5,59.9,15.2,14.7,5,45
63.5,59.9,15.3,14.7,5.1,45
63.5,59.9,15.3,14.7,5,45
63.5,59.9,15.2,14.7,5.1,45
63.5,59.9,15.2,14.7,5,45
63.5,59.9,15.2,14.7,5.1,45
63.5,59.9,15.3,14.7,5,45
63.6,59.9,15.3,15,5,45
63.5,59.9,15.2,15,5,45
63.5,59.9,15.2,15,5,45
63.5,59.9,15.2,15,5,45
63.5,59.9,15.3,15,5.1,45
63.5,59.9,15.3,14.7,5,45
63.5,59.9,15.2,14.7,5,45
63.5,59.9,15.2,14.7,5,45
63.5,59.9,15.3,14.7,5,45
63.5,59.9,15.2,14.7,5,45
63.5,59.9,15.3,14.7,5,45
63.5,59.9,15.3,14.7,5,44.8
63.5,59.9,15.3,14.7,5,44.8
63.6,59.9,15.2,15,5,44.8
63.6,59.9,15.3,14.8,5.1,44.8
63.5,59.9,15.3,14.8,5,44.8
63.6,59.9,15.3,14.8,5,44.8
63.5,59.9,15.3,14.8,5.1,44.8
63.5,59.9,15.3,14.8,5.1,44.8
63.5,59.9,15.2,14.8,5,44.8
63.5,59.9,15.3,14.8,5.1,44.8
63.5,59.9,15.2,14.8,5,44.8
63.5,59.9,15.2,14.8,5,44.8
63.5,59.9,15.2,14.8,5,44.8
63.5,59.9,15.2,14.8,5,44.8
63.5,59.9,15.2,14.8,5.1,44.8
63.5,59.9,15.2,14.8,5,44.8
63.5,59.9,15.3,14.8,5,44.8
63.4,60.1,15.2,14.8,5,44.8
63.5,59.9,15.2,15,4.9,44.8
63.5,59.9,15.2,15,5,44.8
63.5,59.9,15.3,15,5.1,44.8
63.5,59.9,15.2,15,5,44.8
63.5,59.9,15.2,15.1,5,44.8
63.5,59.9,15.2,15.1,5.1,44.8
63.5,59.9,15.3,15.3,5,44.8
63.4,60.1,15.2,15.3,5,44.8
63.5,60.1,15.2,15.5,5,44.8
63.5,60.1,15.2,15.5,5,44.8
63.5,59.9,15.2,15.5,5,44.8
63.6,59.9,15.2,15.5,5,45.2
63.6,59.9,15.3,15.5,5,45.2
63.5,59.9,15.3,15.5,5.1,45.2
63.5,59.9,15.3,15.5,5,45.2
63.4,59.9,15.3,15.3,5,45.2
63.5,59.9,15.2,15.3,5,45.2
63.5,59.9,15.2,15.3,5.1,45.2
63.5,59.9,15.2,15.3,5,45.2
63.5,59.9,15.3,15.3,5,45.2
63.5,59.9,15.3,15.1,5,45.2
63.5,59.9,15.3,15.1,5.1,45.2
63.5,59.9,15.3,15.1,5,45.2
63.5,59.9,15.3,15.1,5.1,45.2
63.4,59.9,15.2,15.1,5,45.2
63.5,59.9,15.3,15.1,5,45.2
63.6,59.9,15.3,15.1,5,45.2
63.6,59.9,15.3,15.1,5,45
63.6,59.9,15.3,15.1,5.1,45
63.4,59.9,15.3,15.1,5,45
63.6,59.9,15.3,15.1,5,45.2
63.4,59.9,15.2,14.8,5,45.1
63.5,59.9,15.3,14.8,5,45.1
63.4,59.9,15.2,14.8,5.1,44.9
63.4,59.9,15.2,14.8,5,44.9
63.5,59.9,15.3,14.8,5,45.1
63.6,59.9,15.3,14.8,5,45.1
63.6,59.9,15.2,14.8,5,45.1
63.6,59.9,15.2,14.8,5,45.1
63.5,59.9,15.2,14.8,5,45.1
63.5,59.9,15.2,14.8,5,44.9
63.5,59.9,15.2,14.8,5,44.9
63.5,59.9,15.2,14.8,5,44.9
63.5,59.9,15.2,14.8,5,44.9
63.5,59.9,15.3,14.8,5,45.1
63.4,59.9,15.3,14.8,5,45.1
63.6,59.9,15.4,14.8,5,45.1
63.6,59.9,15.2,14.8,5,44.9
63.6,59.9,15.3,14.8,5,44.9
63.6,59.9,15.3,14.8,5,44.9
63.5,59.9,15.2,14.8,5.1,44.9
63.4,59.9,15.2,14.8,5,45.1
63.4,59.9,15.2,14.8,5,45.1
63.4,59.9,15.2,14.8,5,45.1
63.5,59.9,15.3,14.8,5,45.1
63.4,59.9,15.3,14.8,5,45.1
63.4,59.9,15.3,14.8,5,44.9
63.4,59.9,15.2,14.8,5.1,44.9
63.5,59.9,15.3,14.8,5,44.9
63.4,59.9,15.2,14.8,5,44.9
63.5,59.9,15.3,15,5.1,45.1
63.4,59.9,15.2,15,5,45.1
63.4,59.9,15.3,15,5,44.9
63.4,59.9,15.3,15,5,44.9
63.5,59.9,15.3,15,5,44.9
63.5,59.9,15.3,15,5,44.9
63.4,59.9,15.2,15,5,44.9
63.5,59.9,15.2,15,5,44.9
63.5,59.9,15.2,15,5,44.9
63.4,59.9,15.2,15,5,45.1
63.6,59.9,15.2,15,5,45.1
63.5,59.9,15.2,15,5,44.9
63.5,59.9,15.2,14.8,5.1,45.1
63.5,59.9,15.2,14.9,5,44.8
63.5,59.9,15.2,14.9,5,44.8
63.4,59.9,15.3,14.9,5,44.8
63.5,59.9,15.2,14.9,5,44.8
63.6,59.9,15.3,14.9,5,44.8
63.5,59.9,15.2,14.9,5,44.8
63.5,59.9,15.2,14.9,5,44.8
63.5,59.9,15.3,14.9,5,44.9
63.4,59.9,15.2,14.9,5,44.9
63.4,59.9,15.3,14.9,5,44.9
63.4,59.9,15.2,14.9,5,44.9
63.4,59.9,15.3,14.9,5.1,44.9
63.4,59.9,15.2,14.9,5,44.8
63.4,59.9,15.3,14.9,5,44.9
63.4,59.9,15.3,14.9,5,44.9
63.5,59.9,15.3,14.9,5,44.9
63.4,59.9,15.2,14.9,5,44.9
63.4,59.9,15.3,14.9,5,44.9
63.5,59.9,15.3,14.9,5,44.9
63.5,59.9,15.2,14.9,5,44.9
63.5,59.9,15.2,14.9,5,44.9
63.4,59.9,15.3,14.9,5,44.9
63.5,59.9,15.2,14.9,5,44.9
63.4,59.9,15.3,14.9,5,44.9
63.4,59.9,15.3,14.9,5,44.9
63.5,59.9,15.2,14.9,5,44.9
63.5,59.9,15.3,14.9,5,44.9
63.4,59.9,15.3,14.9,5,44.9
63.5,59.9,15.3,14.9,5,44.9
63.5,59.9,15.3,14.9,5,44.9
63.5,59.9,15.3,14.9,5.1,44.9
63.5,59.9,15.3,14.9,5,44.9
63.5,59.9,15.3,14.9,5,44.9
63.5,59.9,15.3,14.9,5.1,44.9
63.5,59.9,15.2,14.9,5,44.9
63.5,59.9,15.3,14.9,5,44.9
63.5,59.9,15.3,14.9,5,44.9
63.5,59.9,15.3,14.9,5,44.9
63.4,59.9,15.2,14.9,5.1,44.9
63.4,59.9,15.3,14.9,5,44.9
63.4,59.9,15.3,14.9,5,45.1
63.5,59.9,15.3,14.9,5,44.8
63.4,59.9,15.3,14.9,5,44.8
63.4,59.9,15.3,14.9,5,44.8
63.4,59.9,15.3,14.9,5.1,44.8
63.5,59.9,15.3,14.9,5,44.8
63.4,59.9,15.2,14.9,5,44.8
63.4,59.9,15.3,14.9,5,44.8
